"id","codbarras","nome","preco_venda"
42333,"7893220166150",PORTA RETRATO DYNASTY 18471 COUR.G,"49,5"
42334,"7893220237638",CENTRO MESA LIRICA 21CM 24114,"119,9"
42338,"7893220125980",PORTA RETRATO DYNASTY 15994 MY CAT,"17,8"
42339,"7893220115141",PORTA RETRATO DYNASTY 15115 MY DOG,"17,8"
42343,"7893220079115",AMASSADOR DE BATATA DYNASTY INOX,"59"
42344,"7893220055461","JARRA DYNASTY S/TAMPA 2,5L","59,5"
42346,"7893220083945",SACA ROLHA DYNASTY 2 ESTAGIOS,"11,5"
42347,"7893220166341",PORTA RETRATO DYNASTY 18491 COURIN,"29,6"
42348,"7893220237522",CONJ.DIMONA REFRESCO 7PC 24103,"129"
42352,"7893220161032",ESCOVA LIMPA GRELHA DYNASTY 18305,"9,9"
42355,"7893220173240",CAIXA FULLFIT MDF VERM/AMARELA,"37,9"
42356,"7893220173233",CAIXA FULLFIT MDF VERM/MARROM18779,"38,9"
42357,"7893220173219",MOEDOR CAFE FULLFIT MDF,"37,9"
42358,"7893220173202",CAIXA FULLFIT MDF C/2 18776,"79"
42359,"7893220237546",CONJ.FILIPA REFRESCO 7PC 24105,"129"
42360,"7894321222127",BISC.TODDY COOKIE CHOC.ORIG. 40GR,"1,99"
42361,"423618",CAIXA PRESENTE MULTIFITAS TELADA,"10,9"
42362,"7893220173226",CAIXA FULLFIT MDF CHA 18778,"49"
42363,"7893220159688",MORINGA DYNASTY PORC.INDIANA 18225,"49,9"
42364,"7893220159695",MORINGA DYNASTY PORC.RUSSA 18226,"49,9"
42365,"7893220159701",MORINGA DYNASTY PORC.JAPONESA18227,"49,9"
42366,"7893220130151",MURAL 15 FOTOS DYNASTY MDF 17079,"79"
42367,"7893220173370",LATA METAL FULLFIT LIVRO RECEITA,"45,9"
42368,"7893220173325",LATA METAL FULLFIT MORANGO 18786,"19,9"
42369,"7893220152085",BANDEJA METAL PAPIRO 33CM PEPSI,"29,9"
42370,"7893220167157",SOUPLAT DYNASTY 33CM DOURADO,"13,9"
42373,"7893220160868",COFRE FULLFIT PORC.SAQUINHO DOURAD,"19,9"
42374,"7893220173288",LATA METAL FULLFIT CUPCAKE 18782,"9,9"
42385,"7893220239663",CONJ.ANGELICA REFRESCO 7PC 24000,"126"
42387,"7893220216497","PETISQUEIRA DYNASTY 22,5CM 22003","38,5"
42390,"7891060954500",ASSADEIRA PORCELANA OVAL 27,"43,9"
42391,"7891060958904",PETISQUEIRA PORCELANA RET.3DIVISOE,"12,9"
42392,"7898267964349",BRINQ.LATEX LA TOY GALINHA BAILARI,"25,9"
42393,"7896036544518",CHUPETA NEOPAN 4451 UN.SIL.BIC.1 A,"9,9"
42395,"7896036573167",PORTA CHUPETA NEOPAN 7316 1UN,"13,9"
42397,"7791293022581",DESOD.REXONA 90G AERO XTRACOOL,"15,95"
42398,"7791293022574",DESOD.REXONA 90G AERO TUNING,"15,95"
42399,"7891150027848",CATCHUP HELLMANNS TRADICIONAL 380GR,"7,99"
42407,"7893220109195",CENTRO MESA LHERMITAGE 14CM 22648,"129,9"
42411,"7896327510567",TEMP.APTI NOZ MOSCADA PO 28GR,"5,99"
42412,"7896327510819",TEMP.APTI ENDRO SEMENTES 20GR,"3,59"
42416,"7890557258473",SAND.HAVAI.TOP 37/38 LARANJA NEON,"26,9"
42424,"7891266042841",SAND.HAVAI.CAPRICE 35/36 MARINHO,"27,9"
42426,"7893220109225",VASO VIDRO LHERMITAGE 30CM 22650,"139,9"
42427,"7891266139671",SAND.HAVAI KIDS FLORES 2324 RS CR,"26,9"
42452,"7891266233041",SAND.HAVAI KIDS MAXHER.2526 CZA/PT,"37,9"
42453,"7891266183919",SAND.HAVAI KIDS MAXCAR.2324 BCO/CZ,"25,9"
42462,"7890557229183",SAND.HAVAI.SLIM 37/38 LARAN.NEON,"34,9"
42463,"7890732072672",SAND.HAVAI.SLIM 37/38 VERDE LIMA,"34,9"
42479,"7893220226519",CONJ.DYNASTY OBAN REFRESCO 23158,"99,9"
42480,"7893220227448",CONJ.COPO DYNASTY DOVER C/6 23217,"44,9"
42486,"7891253700020",BRINQ.CREDEAL APRENDER VOGAIS,"17,9"
42489,"7891253700037",BRINQ.CREDEAL APRENDER SOLETRAR VO,"17,9"
42491,"7891253700112",BRINQ.CREDEAL XADREZ ESCOLAR,"29,9"
42493,"7891253700198",BRINQ.CREDEAL DOMINO FOXY,"15,9"
42495,"7891253700044",BRINQ.CREDEAL FORMAR PALAVRAS,"24,9"
42496,"7891253700150",BRINQ.CREDEAL QUEBRA-CABECA TECNOC,"23,9"
42497,"7891253700013",BRINQ.CREDEAL APRENDER NUMEROS,"17,9"
42502,"7891253700143",BRINQ.CREDEAL TRANSITO TECNOCARS,"25,9"
42503,"7899050627533",ENF.NATAL ISSAM BOLA PAPAI NOELC/4,"12,9"
42512,"7899658308049",ENF.NATAL ISSAM SINOS C/6,"5,9"
42514,"7899658307547",ENF.NATAL ISSAM BOTA C/6,"14,9"
42515,"7899050595870",ENF.NATAL ISSAM FLOR ESPELHADA,"2,7"
42519,"7890732170965",SAND.HAVAI.FUN 3536 VERDE LIMA,"23,9"
42520,"7893220238437",TACA DOVER 320ML 17CM 24182A,"15,9"
42521,"7890732170972",SAND.HAVAI.FUN 3738 VERDE LIMA,"23,9"
42522,"7898505140429",PRATO TOTALPLAST PR21 C/10,"4,69"
42523,"7899658311940",ENF.NATAL ART ETIQUETA PRESENTE,"7,9"
42524,"7899050647272",ENF.NATAL ISSAM PAPAI NOEL BANCO,"49,9"
42534,"7899658308537",ENF.NATAL ISSAM MUSICAL NOEL PIANO,"87,9"
42540,"7899050649153",ENF.NATAL ISSAM VELA COLORIDA BOLA,"2,99"
42541,"7899658310370",ENF.NATAL ISSAM VELA 6X6X7.5,"6,9"
42546,"7898395330313",BRINQ.SUPERTOYS BONECA NENECA NEGR,"79,9"
42549,"7899520600134","CHALEIRA PORTAL INOX 2,5L APITO CO","49,9"
42550,"7899520600110","CHALEIRA PORTAL INOX 2,5L APITO","49,9"
42552,"746775241285",BRINQ.BONECA BARBIE PET SHOP Y7379,"119,9"
42557,"7894440281388",ARVORE NATAL NATALIA 70CM ALEMAO 8,"15,99"
42558,"7897027700104",ETIQUETA ESCOLAR KARINA FLORES C/8,"1,5"
42559,"7894440386618",PAPAI NOEL NATALIA ASSENTADO 45CM,"110"
42561,"7894440390554",ENF.NATAL NATALIA SORTIDO GLITER,"2,9"
42566,"7891253264713",CAD.CD 10MAT CREDEAL MY TRAVEL,"14,8"
42567,"7891253264768",CAD.CD CREDEAL 10MAT PRINCESA FASH,"15,9"
42568,"7891253252239",CAD.CD CREDEAL 10MAT MIMO,"23,9"
42569,"7891253264652",CAD.CD CREDEAL 1MAT SKATE,"11,9"
42571,"7891253264706",CAD.CD CREDEAL 1MAT MY TRAVEL,"11,9"
42572,"7891253201459",CAD.CD CREDEAL 1MAT TECNOCARS,"9,9"
42573,"7891253260951",CAD.CD CREDEAL 1MAT ATREVIDA,"21,9"
42574,"7891253254097",CAD.CD CREDEAL 12MAT MISS GLAMOUR,"17,9"
42575,"7891253251850",CAD.CD CREDEAL 12MAT POP FASHION,"11,9"
42577,"7891253262061",CAD.CD CREDEAL 16MAT IRON MAIDEN,"44,9"
42579,"7891253262108",CAD.CD CREDEAL 16MAT MORMAII,"44,9"
42581,"7891253262030",CAD.CD CREDEAL 16MAT MMA,"22,9"
42582,"7891253259399",CAD.CD CREDEAL 16MAT HAPPY,"16,9"
42584,"7891253202357",CAD.BROCHURA CREDEAL CD LALA,"5,49"
42588,"7891253209783",CAD.CD CREDEAL 20MAT HAPPY,"19,9"
42590,"7891253201480",CAD.CD CREDEAL ESPIRAL TECNOCARS 9,"6,8"
42591,"7891253209165",CAD.CD CREDEAL BROCHURA FOXY 96,"6,9"
42595,"80052883",BALA TIC-TAC 16G TORMENTA,"2,79"
42597,"7891150026261",TEMP.KNORR MEUFRANGO CAIPIRA 25GR,"6,99"
42603,"7891150028418",HIDRAT.VASENOL 200ML MAOS E UNHAS.,"9,95"
42604,"7891150028425",HIDRAT.VASENOL 200ML NUTR.CACAU,"9,95"
42605,"7898115442388",PICOLE MAROMA MAXI BIANCO,"5,5"
42607,"7891000073018",IOG.NESTLE NATURAL DESNATADO 160GR,"3,49"
42615,"7896360602922",AMACIANTE ZAVASKI COCO 2LT,"6,95"
42616,"7896360603134",VELA ANDREIA 7 DIAS 50MM SAO CRIST,"8,95"
42618,"7897500511494",BRINQ.CANDIDE CONTROLE GARAGEM,"192,9"
42619,"7897849608091",CLIPS BACCHI GALVANIZADO 6/0 C/50,"2,95"
42620,"7891153048109",TINTA ACRILEX RELEVO ACRIPUFF VDE,"3,5"
42621,"7891153048086",TINTA ACRILEX RELEVO ACRIPUFF AMAR,"3,5"
42622,"7896360601918",VELA ANDREIA N.2 19G N.S.APARECIDA,"3,95"
42623,"7896360603103",VELA ANDREIA 7 DIAS 50MM FAMILIA,"8,95"
42628,"7898910896775",BOBINA MD LISA 34X50 EXTRA M,"39,14"
42629,"7891010517281",PROT.SUNDOWN PELE MOL FPS15 200ML,"44,4"
42630,"7891010517403",PROT.SUNDOWN F.30 350ML,"56,9"
42631,"7891010517298",PROT.SUNDOWN PELE MOL FPS30 200ML,"56,7"
42633,"7891010517601",PROT.SUNDOWN PELE MOL FPS50 200ML,"67,9"
42634,"7898446281502",FORMINHA ALEGRIA FESTA N.0 C/100,"5,95"
42635,"7898446284169",VELA ANIV.ALEGRIA E FESTA N9 AZUL,"3,9"
42636,"7898446284251",VELA ANIV.ALEGRIA E FESTA N8 BRANCA,"3,9"
42637,"7898446287689",SUPORTE P/BALOES ALEGRIA FESTA 10U,"9,5"
42638,"7898446289782",KIT DEC.ALEGRIA E FESTA PRINCESAS,"14,5"
42639,"7898446289867",TOALHA ANIV.ALEGRIA E FESTA PRINCE,"14,9"
42640,"426404","ARRANJO FLOR VS 54,90","54,9"
42641,"7898516226358",CHAPEU ANIV.ALEGRIA E FESTA CARS,"4,9"
42642,"7898516226372",CONVITE ANIV.ALEGRIA E FESTA CARS,"2,59"
42643,"7898516226396",COPO ANIV.ALEGRIA E FESTA CARS,"2,7"
42646,"7898516226433",KIT DEC.ALEGRIA E FESTA CARS,"17,9"
42647,"7898516226457",PRATO ANIV.ALEGRIA E FESTA CARS,"3,8"
42649,"426497","ARRANJO FLOR VS 64,00","49,9"
42650,"426503","ARRANJO FLOR VS 19,90","19,9"
42651,"426510","ARRANJO FLOR VS 118,00","118"
42652,"426527","ARRANJO FLOR VS 89,00","89"
42653,"7898516226518",TOALHA ANIV.ALEGRIA E FESTA CARS,"14,9"
42654,"7898514807665",BALAO ALEGRIA E FESTA POA MARROM,"12,95"
42655,"7898514807993",COPO ANIV.ALEGRIA E FESTA CAVEIRIN,"2,7"
42656,"7896342435999",PLAST.MERCUR 45X2M BICHINHOS,"2,9"
42657,"7898514808051",PRATO ANIV.ALEGRIA E FESTA CAVEIRI,"3,8"
42658,"7898514808297",TOALHA ANIV.ALEGRIA E FESTA CAVEIR,"14,9"
42659,"7898514808020",GUARDANAPO ALEGRIA E FESTA CAVEIRI,"2,99"
42661,"7898514809065",FORM.CUPCAKE ALEGRIA E FESTA 9 BCO,"9,9"
42662,"7896342901715",PLAST.MERCUR 45X2M STREET,"2,9"
42663,"7898514809058",FORM.CUPCAKE ALEGRIA E FESTA 9 AZU,"9,9"
42664,"7898514809041",FORM.CUPCAKE ALEGRIA E FESTA 9 ROS,"9,9"
42665,"7896342424627",PLAST.MERCUR 45X2M LETRAL,"2,9"
42666,"7898514809096",FORM.CUPCAKE ALEGRIA E FESTA 9 MAR,"9,9"
42667,"7898514806590",CONVITE ALEGRIA E FESTA CHA BEBE B,"2,59"
42668,"7898514806583",CONVITE ALEGRIA E FESTA CHA BEBE .,"2,59"
42669,"7898514806606",CONVITE ALEGRIA E FESTA CHA BEBE C,"2,59"
42672,"7896342905850",BORRACHA MERCUR TR DECORADA C/2,"2,98"
42673,"7896342906123",MARCADOR MERCUR PERMANENTE PRETO N,"2,99"
42674,"7591083017823",ESC.DENTAL COLGATE 2X1 SLIM MACIA,"24,9"
42675,"7896342906130",MARCADOR MERCUR PERMANENTE AZUL N,"2,99"
42677,"7896342906154",MARCADOR MERCUR QUADRO BCO PTO,"3,9"
42678,"7896342906161",MARCADOR MERCUR QUADRO BCO AZUL,"3,9"
42679,"7896342905812",TINTA GUACHE MERCUR C/6 AUTO SERV,"2,99"
42680,"7896342906192",COLA GLITER MERCUR 23G AZUL,"2,99"
42681,"7896342906208",COLA GLITER MERCUR 23G VERMELHA,"2,99"
42682,"7896342906215",COLA GLITER MERCUR 23G OURO,"2,99"
42683,"7896342906222",COLA GLITER MERCUR 23G PRATA,"2,99"
42684,"7896342902972",CORRETIVO MERCUR 18ML DECORADO ROS,"2,9"
42685,"7896342905577",CANETA CORRETIVA MERCUR 8ML BLISTE,"6,9"
42686,"7896342906031",MARCADOR CD MERCUR P.FINA C/2,"7,98"
42687,"7896342906079",MARCADOR CD MERCUR P.MEDIA C/2,"7,98"
42688,"7896342908189",MARCADOR PERMANENTE MERCUR C/2,"7,98"
42689,"7896342908196",MARCADOR MERCUR QUADRO BCO C/2 P/A,"8,98"
42691,"7896342904839",LAPIS MERCUR PRETO HB C/3,"3,95"
42692,"7896342411306",BORRACHA MERCUR RECORD 40 C/3,"1,7"
42693,"7896342411467",BORRACHA MERCUR RECORD 20 C/2,"1,85"
42694,"7896342411320",BORRACHA MERCUR CLEAN VERDE C/2,"2,5"
42695,"7896342905966",BORRACHA MERCUR OVAL RS/BCA C/2,"2,5"
42696,"7896342905973",BORRACHA MERCUR OVAL AZ/BCA C/2,"2,5"
42697,"7891024102213",ESC.DENTAL COLGATE L3P2 TWIST MAC.,"22,9"
42698,"7896342905997",BORRACHA MERCUR RECORD COLOR C/3,"1,65"
42699,"7896342906239",BORRACHA MERCUR DELTA C/2,"2,5"
42701,"7896342447336",LAPISEIRA MERCUR 0.5 LP-505 BLISTE,"4,9"
42702,"7896342445219",MARCADOR TEXTO MERCUR C/2,"4,98"
42704,"7896342447176",LAPIS COR MERCUR 12 HEXAGONAL,"9,9"
42705,"7896342447183",LAPIS COR MERCUR 24 HEXAGONAL,"19,9"
42706,"7896342447190",LAPIS COR MERCUR 36 HEXAGONAL,"29,7"
42710,"7891000098950",NESTON 3 CEREAIS SACHET 210GR,"8,99"
42711,"7893220240669",SOUSPLAT REDONDO LHERMITAGE 24375,"19,9"
42712,"7896018702950",CREME 200ML MONICA SPRAY A.FRIZZ,"15,95"
42713,"7896018703193",SAB.LIQ.MONICA 200ML R.NASC.,"16,95"
42716,"7909006187889",SAND.GRENDENE CARTAGO DAKAR 10738,"44,9"
42719,"7891497632088",TOALHA DOHLER BANHO AF1381 AZUL,"33,5"
42721,"7891497632200",TOALHA DOHLER LAVABO AF1381 AZUL,"5,4"
42723,"7896094906808",BRONZ.CENOURA BRONZE POS SOL 110G,"21,9"
42724,"7896094906372",PROT.CENOURA BRONZE FPS50 200ML,"34,9"
42725,"7897595901859",SAB.LIQ.DERMACYD INFANTIL 200ML,"28,9"
42726,"7891060679731",ALICATE MUNDIAL PARA UNHA,"37,9"
42729,"7899304806189",KIT BEBE NATUREZA SHAMPOO COND.COL,"29,9"
42731,"7899304806639",SHAMPOO BARBIE 500ML CAMOMILA,"12,99"
42732,"7899304806615",SHAMPOO BARBIE 500ML SUAVE,"12,99"
42734,"7899304806622",COND.BARBIE 500ML SUAVE,"14,99"
42737,"7899304802570",SHAMPOO CARROS 300ML MACQUEEN,"10,95"
42740,"7896094906471",SHAMPOO MONANGE HIDR.INTENSIV 350ML,"6,99"
42741,"7896180782989",REFRESCO PO FRUTAU LIMAO. 250GR,"5,95"
42742,"7896180783009",REFRESCO PO FRUTAU UVA 250GR,"5,95"
42744,"7898913137028",BEB.VINHO TREVISOL B.SUAVE 750ML,"12,95"
42745,"427456",BIJU YOKOKURA CINTO 9.90,"9,9"
42747,"7891035524585",PEDRA SANIT.HARPICBLOCO 26G LAVAND,"5,49"
42748,"7891035524592",PEDRA SANIT.HARPICBLOCO 26G PINHO.,"5,49"
42751,"7898413941255",LIMPA VIDRO TOQUEANJO REF. 500ML,"5,39"
42753,"7891023547183","GARRAFA T.TERMOLAR 1,8L MAGIC P.BC","79,9"
42754,"7891023547329","GARRAFA T.TERMOLAR 1,8L MAGIC P.BG","79,9"
42755,"7893220244865",PORTA VELA LHERMITAGE LHAMA 24742,"29,9"
42756,"7891023547367","GARR.T.TERMOLAR 1,8L LUMINA INOX","129"
42757,"7891023080840",GARR.T.TERMOLAR 500ML FLIPTERMO DE,"38,9"
42758,"7891023548012",GARR.T.TERMOLAR PERSONAL AMARELA,"29,9"
42759,"7891023533056",GARR.T.TERMOLAR PERSONAL VERDE,"29,9"
42763,"7891023509365",GARRAFA MOOVE 450ML ISOTERMICA ESP,"28,9"
42768,"7891072000035",PROT.BANANA BOAT FPS30 120ML ULTRA,"23,9"
42770,"7891360620471",KIT FABER-CASTELL CAVEIRINHAS,"14,9"
42771,"7891360622093",APONTADOR FABER SIMPLES 1UN,"2,9"
42772,"7891360499435",CANETA FABER CASTELL FINE PEN AZUL,"4,95"
42774,"7891360590255",CANETA FABER CASTELL GRIP STICK AZ,"3,5"
42775,"7891360612650",CANETA HIDROG.FABER VAIVEM 12UN,"29,9"
42776,"7891360613763",CANETA FABER CASTELL DEST.TEXT.GEL,"6,9"
42778,"7891360589396",GIZ DE CERA FABER-CASTELL CURTO 18,"4,9"
42779,"7891360621645",LAPIS COR FABER CASTELL C/12 BICOL,"23,9"
42780,"7891360613695",LAPISEIRA FABER CASTELL TRI CLI 0.,"9,49"
42783,"7891360587798",TINTA GUACHE FABER-CASTELL C/6 DED,"12,9"
42789,"7896038100149",COLA PULVI NIL 17G,"3,79"
42792,"7898179310029",ELETRO TELEFONE MULTITOC GRAFITE,"39,9"
42793,"7898179310012",ELETRO TELEFONE MULTITOC MARFIM,"39,9"
42797,"6923322006205",PISCA PISCA 10M MANGUEIRA,"69,9"
42799,"6923322006045",PISCA PISCA 100L MICRO BCA FIO VD,"11,9"
42800,"6923322005970",PISCA PISCA 100L MICRO LED AZUL,"24,9"
42802,"7897684808656",SOMBRINHA JM INFANTIL 012..,"15,9"
42803,"6982009110116",SOMBRINHA M.BRILHANTE 16 2 PANOS,"25,9"
42804,"7896011105406",BISC.PARATI COOKIE GOT.CHOCO 100GR,"3,95"
42805,"7897256215011",AGULHEIRO CESTA BASKET 991007,"3,5"
42807,"7891115012919",LIXEIRA C/PEDAL PLASVALE 15L 1291,"49,9"
42809,"7891115012452",CAIXA EMPILHAVEL TAMPA PLASVALE 10,"35,9"
42811,"7891115013077","POTE PLASVALE C/TRAVA 1,2L 1307","10,9"
42812,"7891115013084","POTE PLASVALE C/TRAVA 2,1L 1308","14,9"
42813,"7891115013091","POTE PLASVALE C/TRAVA 2,2L 1309","13,9"
42814,"7891115012124","ORGANIZADOR PLASVALE 1212 16,6L","44,9"
42815,"7891115012131",ORGANIZADOR PLASVALE 1213 30L,"64,9"
42816,"7891115012148",ORGANIZADOR PLASVALE 1214 50L,"79,9"
42819,"7891115006871",PORTA GUARDANAPO PLASVALE 687,"3,79"
42820,"7896007542499",ABS.INTIMUS DAYS L40P35 SEM ABAS,"9,95"
42822,"7896699014960",COPO LOLLY 7104 FLAMENGO,"26,7"
42824,"7896015525583",CREME D.SENSODYNE 100G REPAIR PROT,"18,95"
42828,"7897298400963",BEB.ESPUMANTE SARDUS 750ML BRUTT,"25,9"
42836,"7896394600017",ERVA-MATE TERTULIA 500GR,"6,9"
42837,"7898926809721",LIXEIRA INOX UD ART C/PEDAL 3L QUA,"69"
42838,"8222693700032",LIXEIRA INOX UD ART BASCULANTE 10L,"84"
42839,"7898926809745",LIXEIRA INOX UD ART C/PEDAL 12L QU,"139"
42840,"7898926809738",LIXEIRA INOX UD ART C/PEDAL 6L QUA,"99"
42841,"7898926812646",LIXEIRA INOX UD ART C/PEDAL 12L RE,"99,9"
42843,"7897077820647",COBERT.HARALD TOP GOTAS LEIT 1.05KG,"29,9"
42848,"7896200001564",BISC.ZEZE COOKIES 5 GRAOS COC 150GR,"4,39"
42850,"7891356051340",ELETRO SANDUICHEIRA FAMA BCO,"74,9"
42851,"428514",ELETRO.AP.SOM LG CM4430 300W,"819"
42852,"54402700280",ACELERADOR AUSTRALIAN GOLD 237ML,"69,9"
42853,"54402200162",ACELERADOR AUSTRALIAN GOLD 125ML CJ,"34,9"
42854,"54402200421",BRONZEADOR AUSTRALIAN GOLD 8 125ML,"28,9"
42855,"54402200438",BRONZEADOR AUSTRALIAN GOLD 15 125M,"28,9"
42856,"7891035919381",BOM AR 16ML ELET.REFIL JARDIM SECR,"29,9"
42857,"079400052919",DESOD.REXONA CLINICAL MEN 48GR,"18,95"
42860,"7891150025677",SHAMPOO CLEAR 200ML POS.ALIS.QUIM.,"15,99"
42861,"7891150025646",SHAMPOO CLEAR 200ML CUIDADO TOTAL,"15,99"
42866,"7895430102119","AROMAT.AUTOFRESH 6,5G BAUNILHA","12,95"
42867,"7896454300079","ALCOOL SANTA CRUZ 46,3º 1L","4,95"
42868,"7791293022536",DESOD.REXONA 90G AERO SENSITIVE,"15,95"
42870,"7891150025769",COND.DOVE 200ML RECONST.P.DUPLAS,"11,95"
42871,"7891150029538",COND.TRESEMME TRESPELX REG. 400ML,"19,95"
42872,"7791293848341",DESOD.REXONA 105G AERO NUTRITIVE,"15,95"
42873,"7891150029606",SHAMPOO TRESEMME 400ML TRESPLEX,"15,99"
42877,"7896180783856",DOCE DE LEITE AUREA 400GR,"4,95"
42879,"7896020618140",COLETE MOR INFANTIL PREMIUM,"39,9"
42882,"8693357177727",BOLEIRA C/PE PATISSERIE 95117,"79,9"
42883,"7896020636786",CHAPEU PRAIA MOR LYON 43X11CM,"19,9"
42884,"7896020636809",CHAPEU PRAIA MOR PARIS 44X10CM,"14,9"
42886,"7896020636373",BOLSA PRAIA MOR AMARALINA,"49,9"
42887,"7896020636700",BOLSA PRAIA MOR URCA,"15,9"
42889,"7896020620105",CADEIRA MOR INFANTIL ALTA 4 POSIC.,"38,9"
42890,"7896020635383",GAZEBO MOR 3X3 RAFIA AZUL.,"179"
42891,"7896020635376",GAZEBO MOR 3X3 RAFIA BRANCO.,"179"
42893,"7898115442449",SORVETE MAROMA TRIO 2LT,"15,9"
42902,"7895510465882",MEIA OLYMPIKUS 8060 INVISIVEL,"12,9"
42903,"7897751900238",SABONETE FARNESE P.HIDRATANTE 180GR,"2,95"
42904,"7895510446447",MEIA MORMAII 8028 CANO CURTO,"16,7"
42906,"7895510465684",MEIA OLYMPIKUS 6615 FEM.ESPORT.INV,"9,9"
42908,"7895510465691",MEIA OLYMPIKUS 661503 FEM.ESPORT.,"9,9"
42909,"7891153096476",BRINQ.KIMELEKA ARTKIDS DINOSSAURO,"14,9"
42910,"7895510502365",MEIA TRIFIL INF.INV.5586 P,"9,9"
42911,"7895510502358",MEIA TRIFIL INF.INV.5586 M,"9,9"
42912,"7895510502341",MEIA TRIFIL JUV.INV.5586,"9,9"
42913,"7895510273425",MEIA TRIFIL INF.INV.5586 P MENINA,"9,9"
42914,"7895510273418",MEIA TRIFIL INF.INV.5586 M MENINA,"9,9"
42915,"7895510273401",MEIA TRIFIL INF.INV.5586 G MENINA,"9,9"
42919,"7891088012527",ATADURA KURA KORTE C/10,"1,89"
42923,"7891360613602",CANETA FABER CASTELL TRILUX C/2 03,"3,99"
42930,"7891528038308",CREME D.SORRISO 90G XTRA MINT,"2,99"
42931,"7791293022604",DESOD.REXONA 90G AERO M.EXTREME,"15,95"
42934,"7890732263247",SAND.HAVAI.SURF 37/38 PRETO PETROL,"49,9"
42936,"7890732429865",SAND.HAVAI.BRASIL 37/38 CAFE,"34,9"
42939,"7890732263032",SAND.HAVAI.SURF 37/38 AREIA AZUL,"49,9"
42941,"7890732263094",SAND.HAVAI.SURF 37/38 CINZA CHUMBO,"49,9"
42947,"7896094902749",PROT.CENOURA BRONZE FACIAL 30,"21,9"
42948,"7896094904019",PROT.CENOURA BRONZE FACIAL 50,"33,9"
42950,"7896094902237",PROT.CENOURA BRONZE 30 KIDS 110,"26,9"
42951,"7896094907157",BRONZ.CENOURA BRONZE 15 OLEO SPRAY,"23,9"
42952,"7896094903982",BRONZ.CENOURA BRONZE 6 OLEO,"19,99"
42954,"9788538037088",LIVRO CIRANDA CULTURAL CLASSICOS,"1"
42958,"7896339400658",BISC.BISLAU BOLACHAO 700GR,"7,95"
42959,"7897816220035",PRATO TRIK TRIK PB15 ROSA,"1,88"
42960,"7898348771439",PRATO EDPLAST PCE15 10UN CRISTAL,"1,39"
42961,"7898348771477",PRATO EDPLAST PCE21 CRISTAL,"2,29"
42962,"7891035618062",INSET.LJ01P 45NOITES REF.35ML CITRON,"13,99"
42963,"7896180782996",REFRESCO PO FRUTAU MORANGO. 250GR,"5,95"
42964,"7896180783535",REFRESCO PO FRUTAU MANGA 250GR,"5,95"
42965,"7896180783542",REFRESCO PO FRUTAU MARACUJA 250GR,"5,95"
42966,"7896339400665",BISC.BISLAU ROSCA MILHO 700GR,"7,95"
42967,"7896412802300",FAR.TRIGO ORQUIDEA INTEGRAL 1KG,"4,59"
42968,"7891266092778",SAND.HAVAI.CAPRICE 33/34 AREIA,"27,9"
42969,"7891266092723",SAND.HAVAI.CAPRICE 33/34 BCO,"27,9"
42976,"7891266170636",SAND.HAVAI.KIDSSKATE 23/24 AMAR.NE,"18,9"
42982,"7891266184015",SAND.HAVAI KIDS MAXCAR.2324 AZ/MAR,"25,9"
42990,"7890557229589",SAND.HAVAI.SLIM 39/40 AMAR.NEON,"34,9"
42991,"7890557229176",SAND.HAVAI.SLIM 35/36 LARANJA NEON,"34,9"
42992,"7890732316479",SAND.HAVAI.SLIM 35/36 PRETO,"34,9"
42993,"7890732316493",SAND.HAVAI.SLIM 39/40 PRETO,"34,9"
42994,"7890732257512",SAND.HAVAI.SLIM ANIM.3738 AZUL IND,"36,9"
42996,"7890732257444",SAND.HAVAI.SLIM ANIM.3536 CINZ.CHU,"36,9"
43016,"7896007545759",ABS.INTIMUS DAYS C/15 C/ABAS RESPI,"5,95"
43017,"7896007544547",ABS.INTIMUS C/8 C/ABAS SECA L8P7,"3,69"
43018,"7896094902565",HIDRAT.MONANGE 200ML ENERGIZANTE,"6,95"
43024,"7891020006669",LINHA ANCHOR 11 PONTO CRUZ,"1,99"
43025,"7891020123045",LINHA ANCHOR 139 PONTO CRUZ,"1,99"
43026,"7891020840485",LINHA ESTERLINA 230M 5 016 LILAS,"17,9"
43027,"7896785458012",AGULHA CORRENTE COSTURA 2045 14 20,"6,9"
43028,"7891020552753",LINHA CORRENTE DRIMA PRETA N0000,"1,99"
43029,"7896502827268",PANELA BRINOX 4742/316 CERAMICLIFE,"68,9"
43030,"7896502827275",PANELA BRINOX 4742/318 CERAMICLIFE,"79,9"
43032,"7896502827299",CACAROLA BRINOX4744/320 CERAMICLIF,"69,9"
43033,"7896502827305",CACAROLA BRINOX4744/322 CERAMICLIF,"99,9"
43039,"7897079026085",LAMPADA TASCHIBRA ECON.21W ANT.INS,"29,9"
43040,"7896502800780",BANDEJA BRINOX ARIENZO 1681/30,"39,9"
43041,"7891153100050",BRINQ.KIMELEKA ARTKIDS B.ESCURO 180,"11,5"
43043,"7896502854264",FACA BRINOX CHURRASCO 2516/303 JOR,"9,9"
43044,"7896502854288",GARFO BRINOX CHURRASCO 2516/303 JO,"4,9"
43045,"7896553964158",NECESSARIA COZA 13059 VERDE,"15,9"
43046,"7896553964141",NECESSARIA COZA 13059 FUME,"15,9"
